id;abbreviation;ekatte_num;name
2363;SML09-11;66130;Селча
2364;SML09-12;69465;Стоманево
2365;SML09-13;73105;Триград
2368;SML10-03;31259;Змеица
2369;SML10-04;41006;Късак
2370;SML10-05;44642;Любча
2371;SML10-06;78567;Црънча
2372;SML10-07;80025;Чавдар
2374;SML11-02;21871;Долен
2375;SML11-03;27588;Ерма река
2376;SML11-05;69105;Старцево
2377;SML11-06;69759;Страшимир
2378;SML16-05;10910;Вехтино
2379;SML16-07;12718;Върбина
2380;SML16-09;40662;Купен
2381;SML16-13;48461;Митовска
2382;SML16-15;61162;Равнил
2383;SML16-17;68451;Средногорци
2388;SML16-22;14413;Галище
2389;SML16-23;43387;Леска
2390;SML16-24;43582;Лещак
2391;SML16-25;43983;Ловци
2392;SML16-26;49504;Мъглища
2393;SML16-27;61176;Равнища
2394;SML16-28;70041;Студена
2395;SML16-29;83048;Шаренска
2396;SML16-30;73599;Тънкото
2397;SML16-31;78505;Цирка
2399;SML18-02;12896;Върли дол
2400;SML18-03;12927;Върлино
2401;SML18-04;18374;Гърнати
2402;SML18-05;21004;Диманово
2403;SML18-06;32559;Изгрев
2404;SML18-07;37695;Козарка
2405;SML18-08;39092;Кочани
2406;SML18-09;40628;Кундево
2407;SML18-10;41157;Еленка
2408;SML18-12;53388;Оградна
2409;SML18-13;68309;Средец
2410;SML18-14;73883;Тънка бара
2412;SML27-02;11301;Витина
2413;SML27-03;11870;Войкова лъка
2414;SML27-04;17676;Грамаде
2415;SML27-05;27365;Елховец
2416;SML27-06;56798;Пловдивци
2417;SML27-08;62637;Рибница
2418;SML27-09;80399;Чепинци
2419;SML27-10;68093;Сопотот
2420;SML27-11;61193;Равнината
2422;SML27-13;38604;Коритата
2424;SML27-15;53309;Оглед
2427;SML31-08;11048;Виево
2428;SML31-11;17631;Градът
2429;SML31-12;36631;Катраница
2430;SML31-15;40748;Кутела
2431;SML31-16;43219;Левочево
2432;SML31-17;44433;Лъка
2433;SML31-18;48814;Могилица
2434;SML31-19;49014;Момчиловци
2435;SML31-20;49285;Мугла
2436;SML31-22;55991;Петково
2437;SML31-23;56962;Подвис
2438;SML31-24;57282;Полковник Серафимово
2439;SML31-26;62462;Река
2440;SML31-28;66384;Сивино
2343;SML02-01;00850;Гълъбово
2354;SML05-06;06879;Буйново
2356;SML09-02;06269;Брезе
2366;SML10-01;02779;Барутин
2367;SML10-02;06700;Бръщен
2373;SML11-01;00196;Аламовци
2385;SML16-19;05476;Бориново
2386;SML16-20;05579;Боровина
2387;SML16-21;07017;Буково
2398;SML18-01;07911;Бурево
2411;SML27-01;05365;Борие
2421;SML27-12;07689;Бяла река
2423;SML27-14;07569;Бърчево
2425;SML31-01;00597;Арда
2426;SML31-06;05801;Бостина
2441;SML31-29;66957;Славейно
2442;SML31-30;67547;Смилян
2443;SML31-31;67965;Соколовци
2444;SML31-33;69345;Стойките
2445;SML31-34;69585;Стража
2446;SML31-35;72391;Тикале
2447;SML31-36;73033;Требище
2448;SML31-38;73777;Търън
2449;SML31-41;83274;Широка лъка
2450;SML31-42;11572;Влахово
2451;SML31-43;24089;Дунево
2452;SML31-44;27262;Еленска
2453;SML31-45;62760;Ровина
2455;SML38-02;30034;Забърдо
2456;SML38-04;46286;Малево
2457;SML38-05;53669;Орехово
2458;SML38-07;55035;Павелско
2459;SML38-09;77219;Хвойна
2461;SOF46-32;11394;Владая
2462;SOF46-33;49597;Мърчаево
2463;SOF46-34;46721;Мало Бучино
2464;SOF46-35;12084;Волуяк
2466;SOF46-37;11884;Войнеговци
2467;SOF46-38;21662;Доброславци
2468;SOF46-39;29430;Житен
2469;SOF46-40;40436;Кубратово
2470;SOF46-41;41010;Кътина
2471;SOF46-42;44224;Локорско
2472;SOF46-43;48393;Мировяне
2473;SOF46-44;49206;Мрамор
2474;SOF46-45;51250;Негован
2475;SOF46-46;57011;Подгумер
2476;SOF46-47;65601;Световрачене
2477;SOF46-48;80409;Чепинци
2479;SOF46-50;16448;Горни Богров
2480;SOF46-51;22304;Долни Богров
2481;SOF46-52;29204;Желява
2482;SOF46-53;87401;Яна
2484;SOF46-55;14831;Герман
2485;SOF46-56;22472;Долни Пасарел
2486;SOF46-57;29150;Железница
2487;SOF46-58;35239;Казичене
2488;SOF46-59;37914;Кокаляне
2489;SOF46-60;39791;Кривина
2490;SOF46-61;44063;Лозен
2491;SOF46-63;32216;Иваняне
2492;SZR04-01;10673;Верен
2493;SZR04-03;16691;Горно Белево
2494;SZR04-04;16852;Горно ново село
2495;SZR04-05;17717;Гранит
2496;SZR04-10;47665;Медово
2497;SZR04-11;48372;Мирово
2498;SZR04-12;51072;Найденово
2499;SZR04-13;53624;Опълченец
2500;SZR04-14;53850;Оризово
2501;SZR04-15;55484;Партизанин
2502;SZR04-16;56811;Плодовитово
2503;SZR04-17;58075;Православ
2504;SZR04-21;80793;Черна гора
2506;SZR07-03;14951;Главан
2507;SZR07-04;32857;Искрица
2508;SZR07-05;47603;Медникарово
2509;SZR07-06;49391;Мусачево
2510;SZR07-07;49535;Мъдрец
2511;SZR07-08;53134;Обручище
2512;SZR07-09;57515;Помощник
2514;SZR12-02;15864;Голямо Дряново
2515;SZR12-03;16780;Горно Изворово
2516;SZR12-04;22633;Долно Изворово
2517;SZR12-05;24075;Дунавци
2518;SZR12-06;27499;Енина
2519;SZR12-07;38563;Копринка
2520;SZR12-08;40292;Крън
2521;SZR12-09;40868;Кънчево
2522;SZR12-10;49076;Горно Черковище
2523;SZR12-11;53179;Овощник
2524;SZR12-12;62983;Розово
2525;SZR12-13;63570;Ръжена
2526;SZR12-14;68446;Средногорово
2527;SZR12-15;77027;Хаджидимитрово
2478;SOF46-49;07140;Бухово
2483;SOF46-54;04234;Бистрица
2505;SZR07-01;00552;Априлово
2513;SZR12-01;06848;Бузовград
2528;SZR12-16;80532;Черганово
2529;SZR12-17;83106;Шейново
2530;SZR12-18;83199;Шипка
2531;SZR12-19;87641;Ясеново
2532;SZR22-02;10848;Ветрен
2533;SZR22-06;24342;Дъбово
2534;SZR22-08;30870;Зимница
2535;SZR22-16;73420;Тулово
2536;SZR22-18;86043;Юлиево
2537;SZR22-19;87212;Ягода
2538;SZR22-20;83020;Шаново
2541;SZR23-04;10224;Васил Левски
2542;SZR23-07;59166;Пъстрен
2543;SZR23-08;61791;Княжевско
2544;SZR23-09;68312;Средец
2545;SZR23-11;72970;Тракия
2546;SZR23-12;87713;Ястребово
2549;SZR24-04;14026;Габарево
2550;SZR24-05;16924;Горно Сахране
2551;SZR24-06;22808;Долно Сахране
2552;SZR24-07;47101;Манолово
2553;SZR24-08;54153;Осетеново
2554;SZR24-09;66826;Скобелево
2555;SZR24-10;73451;Турия
2556;SZR24-11;73540;Тъжа
2557;SZR24-12;73688;Търничени
2558;SZR27-04;17960;Боздуганово
2559;SZR27-05;20153;Даскал-Атанасово
2560;SZR27-06;21209;Диня
2561;SZR27-08;31293;Знаменосец
2562;SZR27-10;37507;Ковачево
2563;SZR27-11;38008;Коларово
2564;SZR27-13;44540;Любеново
2565;SZR27-14;47500;Маца
2566;SZR27-15;57323;Полски Градец
2567;SZR27-17;65838;Свободен
2568;SZR27-18;70586;Сърнево
2569;SZR27-19;72477;Тихомирово
2570;SZR27-21;73225;Трояново
2571;SZR27-22;73314;Трънково
2572;SZR27-23;72824;Тополяне
2578;SZR31-09;16701;Горно Ботево
2579;SZR31-10;24482;Дълбоки
2580;SZR31-11;27214;Еленино
2581;SZR31-13;30119;Загоре
2582;SZR31-14;31276;Змейово
2583;SZR31-16;35420;Калитиново
2584;SZR31-17;35515;Калояновец
2585;SZR31-18;36899;Кирилово
2586;SZR31-19;37678;Козаревец
2587;SZR31-20;38039;Колена
2588;SZR31-21;43921;Ловец
2589;SZR31-24;46098;Маджерито
2590;SZR31-25;46417;Малка Верея
2591;SZR31-26;46591;Малко Кадиево
2592;SZR31-27;48502;Михайлово
2593;SZR31-28;48765;Могила
2594;SZR31-30;54016;Оряховица
2595;SZR31-32;55289;Памукчии
2596;SZR31-33;56188;Петрово
2597;SZR31-34;56825;Плоска могила
2598;SZR31-35;57073;Подслон
2599;SZR31-36;58236;Преславен
2600;SZR31-38;58952;Пшеничево
2601;SZR31-39;61995;Ракитница
2602;SZR31-42;65317;Самуилово
2603;SZR31-44;68730;Хан Аспарухово
2604;SZR31-45;68970;Старозагорски бани
2605;SZR31-46;69794;Стрелец
2606;SZR31-47;70202;Сулица
2607;SZR31-48;77431;Християново
2608;SZR31-49;77476;Хрищени
2609;SZR31-50;87182;Яворово
2610;SZR36-01;11082;Винарово
2611;SZR36-02;14920;Гита
2612;SZR36-05;30819;Зетьово
2613;SZR36-08;46658;Малко Тръново
2614;SZR36-10;63344;Рупките
2547;SZR24-01;00309;Александрово
2548;SZR24-02;00697;Асен
2573;SZR31-01;00655;Арнаутито
2576;SZR31-06;06197;Братя Кунчеви
2577;SZR31-07;07199;Бъдеще
2615;SZR36-11;65810;Свобода
2616;SZR36-12;68182;Спасово
2617;SZR36-13;68463;Средно градище
2618;SZR36-15;78330;Целина
2619;SZR36-16;78375;Ценово
2620;SZR36-18;87254;Яздач
2621;SZR37-05;22767;Паничерево
2622;SZR37-09;38203;Конаре
2623;SZR38-01;27070;Едрево
2624;SZR38-02;48163;Елхово
2625;SZR38-03;51888;Нова махала
2626;TGV02-04;36169;Капище
2627;TGV02-06;38323;Коноп
2628;TGV02-10;69136;Старчище
2629;TGV02-11;69146;Стеврек
2630;TGV02-13;73078;Трескавец
2631;TGV02-14;32473;Изворово
2632;TGV02-15;72062;Таймище
2633;TGV02-16;21703;Добротица
2634;TGV02-17;49059;Моравка
2635;TGV02-18;61769;Разделци
2636;TGV02-19;44598;Любичево
2637;TGV02-29;49045;Моравица
2638;TGV02-30;66175;Семерци
2639;TGV02-31;80892;Черни бряг
2640;TGV02-32;80786;Черна вода
2642;TGV22-04;10481;Величка
2643;TGV22-05;10687;Веренци
2644;TGV22-06;10728;Веселец
2645;TGV22-08;12156;Врани кон
2646;TGV22-10;16420;Горна Хубавка
2647;TGV22-12;16849;Горно Новково
2648;TGV22-17;30692;Зелена морава
2649;TGV22-19;31416;Звездица
2650;TGV22-20;32620;Илийно
2651;TGV22-21;35643;Камбурово
2652;TGV22-23;37811;Козма презвитер
2653;TGV22-26;53062;Обител
2654;TGV22-27;55327;Панайот Хитово
2655;TGV22-28;55381;Паничино
2656;TGV22-29;56112;Петрино
2657;TGV22-30;56856;Плъстина
2658;TGV22-32;58972;Пъдарино
2659;TGV22-37;75013;Угледно
2660;TGV22-39;78450;Церовище
2662;TGV22-41;10392;Великденче
2663;TGV22-42;11212;Висок
2664;TGV22-43;15922;Голямо църквище
2665;TGV22-44;16818;Горно Козарево
2666;TGV22-45;17230;Горско село
2667;TGV22-46;22280;Долна Хубавка
2668;TGV22-47;22664;Долно Козарево
2669;TGV22-48;22719;Долно Новково
2670;TGV22-49;31262;Змейно
2671;TGV22-50;36806;Кестеново
2672;TGV22-51;39596;Красноселци
2673;TGV22-52;48790;Могилец
2674;TGV22-53;58774;Птичево
2675;TGV22-54;59029;Първан
2676;TGV22-55;63639;Рътлина
2677;TGV22-56;68761;Станец
2678;TGV22-57;81147;Чернокапци
2679;TGV23-01;15833;Голямо градище
2680;TGV23-02;17172;Горско Абланово
2681;TGV23-03;18407;Гърчиново
2682;TGV23-04;39671;Крепча
2683;TGV23-05;44608;Люблен
2686;TGV24-05;11716;Водица
2687;TGV24-06;14307;Гагово
2688;TGV24-07;15103;Глогинка
2689;TGV24-10;22109;Долна Кабда
2690;TGV24-11;23738;Дриново
2691;TGV24-12;27259;Еленово
2692;TGV24-14;30332;Зараево
2693;TGV24-15;30404;Захари Стояново
2694;TGV24-16;30449;Звезда
2695;TGV24-17;36470;Кардам
2696;TGV24-18;37469;Ковачевец
2697;TGV24-19;37748;Козица
2698;TGV24-21;44286;Ломци
2699;TGV24-24;47634;Медовина
2684;TGV24-01;00566;Априлово
2685;TGV24-02;02021;Баба Тонка
2700;TGV24-25;54208;Осиково
2701;TGV24-26;55213;Паламарца
2702;TGV24-28;57875;Посабина
2703;TGV24-29;65067;Садина
2704;TGV24-30;65557;Светлен
2705;TGV24-31;67091;Славяново
2706;TGV24-32;73376;Тръстика
2707;TGV24-33;78077;Цар Асен
2715;TGV35-08;10121;Вардун
2716;TGV35-09;10238;Васил Левски
2717;TGV35-10;15919;Голямо Соколово
2718;TGV35-11;16225;Горна Кабда
2719;TGV35-12;20050;Давидово
2720;TGV35-13;23087;Драгановец
2721;TGV35-14;24520;Дългач
2722;TGV35-15;30644;Здравец
2723;TGV35-16;38501;Копрец
2724;TGV35-17;39390;Кралево
2725;TGV35-18;43685;Лиляк
2726;TGV35-19;43935;Ловец
2727;TGV35-20;46190;Макариополско
2728;TGV35-21;48920;Момино
2729;TGV35-22;51024;Надарево
2730;TGV35-23;53223;Овчарово
2731;TGV35-25;54345;Острец
2732;TGV35-26;55201;Пайдушко
2733;TGV35-27;55662;Певец
2734;TGV35-28;57008;Подгорица
2735;TGV35-29;58195;Преселец
2736;TGV35-30;58219;Пресиян
2737;TGV35-31;58493;Пробуда
2738;TGV35-32;58579;Пролаз
2739;TGV35-33;61676;Разбойна
2740;TGV35-34;62164;Ралица
2741;TGV35-35;63241;Руец
2742;TGV35-36;69599;Стража
2743;TGV35-37;70545;Съединение
2744;TGV35-38;73701;Търновца
2745;TGV35-39;78297;Цветница
2746;TGV35-40;80741;Черковна
2748;TGV35-42;15895;Голямо ново
2749;TGV35-43;23546;Дралфа
2750;TGV35-49;58298;Пресяк
2751;TGV35-50;63077;Росина
2752;TGV35-51;72148;Твърдинци
2753;TGV35-52;46228;Маково
2754;TGV35-53;48091;Миладиновци
2755;TGV35-54;40395;Кръшно
2759;VAR01-04;24400;Дъбравино
2760;VAR01-05;30627;Здравец
2761;VAR01-06;35208;Казашка река
2762;VAR01-07;37068;Китка
2763;VAR01-09;58445;Приселци
2764;VAR01-10;61128;Равна гора
2765;VAR01-11;65125;Садово
2766;VAR01-12;66490;Синдел
2767;VAR01-13;70220;Царевци
2768;VAR01-14;73393;Тръстиково
2769;VAR01-15;86057;Юнак
2771;VAR02-02;11702;Водица
2772;VAR02-03;12406;Въглен
2773;VAR02-04;14653;Генерал Кантарджиево
2774;VAR02-06;21988;Долище
2775;VAR02-07;30363;Засмяно
2776;VAR02-09;32278;Игнатиево
2777;VAR02-10;32490;Изворско
2778;VAR02-11;37099;Кичево
2779;VAR02-12;37246;Климентово
2780;VAR02-13;39983;Крумово
2781;VAR02-14;40590;Куманово
2782;VAR02-15;44519;Любен Каравелово
2783;VAR02-17;53691;Орешак
2784;VAR02-18;54145;Осеново
2785;VAR02-21;67489;Слънчево
2786;VAR02-22;21587;Доброглед
2787;VAR02-23;87518;Яребична
2710;TGV35-03;03037;Баячево
2711;TGV35-04;04159;Бистра
2712;TGV35-05;05030;Божурка
2713;TGV35-06;06166;Братово
2747;TGV35-41;06882;Буйново
2756;VAR01-01;03811;Бенковски
2757;VAR01-02;04426;Близнаци
2758;VAR01-03;05311;Болярци
2770;VAR02-01;05829;Ботево
2788;VAR04-01;27125;Езерово
2789;VAR04-03;61741;Разделна
2790;VAR04-04;69763;Страшимирово
2791;VAR05-02;17323;Господиново
2792;VAR05-03;24739;Дюлино
2793;VAR05-04;57635;Попович
2794;VAR06-07;30497;Звездица
2795;VAR06-08;35211;Казашко
2796;VAR06-09;35701;Каменар
2797;VAR06-10;72709;Тополи
2798;VAR06-11;38354;Константиново
2800;VAR08-02;14252;Габърница
2801;VAR08-03;21645;Доброплодно
2802;VAR08-04;48653;Млада гвардия
2803;VAR08-05;49000;Момчилово
2804;VAR08-06;51233;Невша
2805;VAR08-07;51487;Неофит Рилски
2806;VAR08-09;87206;Ягнило
2809;VAR09-03;11836;Войводино
2810;VAR09-04;14667;Генерал Киселово
2811;VAR09-05;14670;Генерал Колево
2812;VAR09-06;21717;Добротич
2813;VAR09-07;27629;Есеница
2814;VAR09-09;32442;Изворник
2815;VAR09-11;35506;Калоян
2816;VAR09-12;36302;Караманите
2817;VAR09-14;47874;Метличина
2818;VAR09-15;48524;Михалич
2819;VAR09-16;53093;Оборище
2820;VAR09-17;61265;Радан войвода
2821;VAR09-18;69170;Стефан Караджа
2822;VAR09-20;80529;Червенци
2823;VAR09-21;84022;Щипско
2825;VAR13-03;10611;Венелин
2826;VAR13-04;15597;Голица
2827;VAR13-05;16050;Горен чифлик
2828;VAR13-06;17912;Гроздьово
2829;VAR13-07;20701;Детелина
2830;VAR13-09;51963;Нова Шипка
2831;VAR13-10;52115;Ново Оряхово
2832;VAR13-11;58921;Пчелник
2833;VAR13-12;63197;Рудник
2834;VAR13-13;68028;Солник
2835;VAR13-14;68998;Старо Оряхово
2836;VAR13-15;83404;Шкорпиловци
2837;VAR14-01;36868;Кипра
2838;VAR14-02;55110;Падина
2841;VAR16-04;10495;Величково
2842;VAR16-05;35777;Камен дял
2843;VAR16-06;38162;Комунари
2844;VAR16-08;44294;Лопушна
2845;VAR16-09;47620;Медовец
2846;VAR16-10;55470;Партизани
2847;VAR16-11;57457;Поляците
2848;VAR16-12;63135;Рояк
2849;VAR16-13;65019;Сава
2850;VAR16-15;78519;Цонево
2854;VAR24-04;10663;Венчан
2855;VAR24-05;17508;Градинарово
2856;VAR24-06;21484;Добрина
2857;VAR24-07;29458;Житница
2858;VAR24-08;31005;Златина
2859;VAR24-10;38114;Комарево
2860;VAR24-11;39829;Кривня
2861;VAR24-12;46975;Манастир
2862;VAR24-14;53182;Овчага
2863;VAR24-15;56143;Петров дол
2864;VAR24-16;61073;Равна
2865;VAR24-17;66963;Славейково
2866;VAR24-18;67739;Снежина
2867;VAR24-20;73506;Тутраканци
2868;VAR24-21;77387;Храброво
2869;VAR24-23;80710;Черковна
2870;VAR24-24;81195;Черноок
2871;VAR26-01;23858;Дръндар
2872;VAR26-03;35376;Калиманци
2873;VAR26-04;43222;Левски
2808;VAR09-02;06416;Брестак
2824;VAR13-01;07034;Булаир
2839;VAR16-02;00789;Аспарухово
2840;VAR16-03;05699;Боряна
2851;VAR24-01;04457;Блъсково
2852;VAR24-02;05102;Бозвелийско
2853;VAR24-03;07507;Бързица
2874;VAR26-05;51584;Николаевка
2875;VAR26-06;80861;Чернево
2877;VID01-10;61011;Рабиша
2878;VID01-12;65173;Салаш
2879;VID01-13;68655;Стакевци
2880;VID03-04;61039;Раброво
2883;VID06-02;12317;Връв
2884;VID06-03;18304;Гъмзово
2885;VID06-04;20568;Делейна
2886;VID06-05;38772;Косово
2887;VID06-06;40441;Куделин
2888;VID06-07;63700;Ракитница
2892;VID09-09;14698;Генерал Мариново
2893;VID09-10;15998;Гомотарци
2894;VID09-11;17422;Градец
2895;VID09-15;24061;Дунавци
2896;VID09-16;29043;Жеглица
2897;VID09-18;32754;Иново
2898;VID09-19;36141;Капитановци
2899;VID09-20;39147;Кошава
2900;VID09-21;41263;Кутово
2901;VID09-25;57131;Покрайна
2902;VID09-26;63358;Рупци
2903;VID09-28;66473;Синаговци
2904;VID09-29;67180;Слана бара
2905;VID09-30;67194;Сланотрън
2906;VID09-31;52283;Новоселци
2907;VID09-32;46111;Майор Узуново
2908;VID09-33;23786;Дружба
2909;VID09-34;35328;Каленик
2910;VID09-35;73746;Търняне
2911;VID15-06;72919;Тошевци
2913;VID16-04;11778;Воднянци
2914;VID16-06;14489;Орешец
2915;VID16-09;32370;Извор
2916;VID16-10;36440;Карбинци
2917;VID16-15;47648;Медовница
2918;VID16-17;66278;Септемврийци
2919;VID22-01;15415;Големаново
2920;VID22-05;69002;Старопатица
2921;VID22-06;72775;Тополовец
2922;VID22-07;78224;Цар-Петрово
2923;VID25-02;36885;Киреево
2924;VID25-03;56980;Подгоре
2925;VID25-04;62044;Раковица
2926;VID30-01;11079;Винарово
2927;VID30-02;51264;Неговановци
2928;VID30-03;76145;Флорентин
2929;VID30-04;87583;Ясен
2930;VID33-02;21193;Динково
2931;VID33-04;23672;Дреновец
2933;VID33-07;23515;Дражинци
2934;VID33-08;18486;Гюргич
2935;VID33-09;81247;Черно поле
2936;VID33-10;56753;Плешивец
2937;VID33-11;73924;Тополовец
2938;VID37-02;16571;Горни Лом
2939;VID37-03;22424;Долни Лом
2940;VID37-05;62493;Репляна
2941;VID37-06;68518;Средогрив
2942;VID37-07;73612;Търговище
2943;VRC05-01;21600;Добролево
2944;VRC05-02;46810;Малорад
2945;VRC05-03;51559;Нивянин
2946;VRC05-04;66617;Сираково
2951;VRC08-05;12214;Враняк
2952;VRC08-07;14012;Габаре
2953;VRC08-08;14406;Галиче
2954;VRC08-09;23618;Драшан
2955;VRC08-10;38128;Комарево
2956;VRC08-11;57594;Попица
2957;VRC08-12;67845;Соколаре
2958;VRC08-13;72521;Тлачене
2959;VRC08-14;73643;Търнава
2960;VRC08-15;73660;Търнак
2963;VRC10-03;10789;Веслец
2964;VRC10-04;11185;Вировско
2965;VRC10-05;11555;Власатица
2966;VRC10-06;15521;Голямо Пещене
2882;VID06-01;02395;Балей
2889;VID09-02;00919;Антимово
2890;VID09-03;03280;Бела Рада
2891;VID09-05;06954;Буковец
2912;VID16-01;00672;Арчар
2967;VRC10-07;16897;Горно Пещене
2968;VRC10-08;20376;Девене
2969;VRC10-09;30606;Згориград
2970;VRC10-10;38875;Костелево
2971;VRC10-11;43712;Лиляче
2972;VRC10-12;44728;Лютаджик
2973;VRC10-14;49223;Мраморен
2974;VRC10-15;51528;Нефела
2975;VRC10-16;54482;Оходен
2976;VRC10-17;55070;Паволче
2977;VRC10-18;72504;Тишевица
2978;VRC10-19;73119;Три кладенци
2979;VRC10-20;80311;Челопек
2980;VRC10-21;81400;Чирен
2981;VRC10-22;12749;Върбица
2983;VRC20-02;18505;Гложене
2984;VRC20-03;39730;Крива бара
2985;VRC20-04;77548;Хърлец
2988;VRC21-03;14390;Галатин
2989;VRC21-04;15014;Главаци
2990;VRC21-05;15494;Големо Бабино
2991;VRC21-06;17453;Градешница
2992;VRC21-07;21734;Добруша
2993;VRC21-08;39236;Краводер
2994;VRC21-09;43462;Лесура
2995;VRC21-10;54064;Осен
2996;VRC21-11;58788;Пудрия
2997;VRC21-12;61933;Ракево
2998;VRC21-13;75143;Уровене
2999;VRC21-14;76193;Фурен
3002;VRC27-03;12704;Върбешница
3003;VRC27-04;16122;Горна Бешовица
3004;VRC27-05;16256;Горна Кремена
3005;VRC27-06;22126;Долна Кремена
3006;VRC27-07;24668;Дърманци
3007;VRC27-08;27317;Елисейна
3008;VRC27-09;30510;Зверино
3009;VRC27-10;31190;Злидол
3010;VRC27-11;32281;Игнатица
3011;VRC27-13;39483;Крапец
3012;VRC27-14;39709;Крета
3013;VRC27-15;43654;Лик
3014;VRC27-16;44745;Лютиброд
3015;VRC27-17;44759;Лютидол
3016;VRC27-18;49031;Моравица
3017;VRC27-19;54047;Оселна
3018;VRC27-21;54506;Очиндол
3019;VRC27-22;62390;Ребърково
3020;VRC27-23;63450;Руска Бела
3021;VRC27-24;69050;Старо село
3022;VRC27-25;72432;Типченица
3023;VRC27-27;78135;Царевец
3024;VRC28-01;11853;Войводово
3025;VRC28-02;40200;Крушовица
3026;VRC28-03;43774;Липница
3027;VRC28-05;68148;Софрониево
3028;VRC31-01;14427;Галово
3029;VRC31-02;16451;Горни Вадин
3030;VRC31-03;22321;Долни Вадин
3031;VRC31-04;43400;Лесковец
3032;VRC31-05;54386;Остров
3033;VRC31-06;70723;Селановци
3034;VRC32-01;22023;Долна Бешовица
3035;VRC32-02;35910;Камено поле
3036;VRC32-03;40645;Кунино
3037;VRC32-04;40693;Курново
3038;VRC32-05;61488;Радовене
3039;VRC32-06;66576;Синьо бърдо
3040;VRC32-08;69554;Стояновци
3041;VRC32-09;69972;Струпец
3042;VRC32-10;77493;Хубавене
3044;VRC35-03;47010;Манастирище
3045;VRC35-04;48492;Михайлово
3046;VRC35-05;62815;Рогозен
3050;VTR04-07;11795;Водолей
3051;VTR04-09;12098;Вонеща вода
2950;VRC08-04;07538;Бъркачево
2961;VRC10-01;02590;Баница
2962;VRC10-02;03438;Бели извор
2982;VRC20-01;07116;Бутан
2986;VRC21-01;02912;Баурене
2987;VRC21-02;05894;Ботуня
3000;VRC27-01;04827;Боденец
3001;VRC27-02;06598;Брусен
3052;VTR04-13;20242;Дебелец
3053;VTR04-14;21244;Дичин
3054;VTR04-16;36107;Къпиново
3055;VTR04-17;36837;Килифарево
3056;VTR04-18;43253;Леденик
3057;VTR04-19;46532;Малки чифлик
3058;VTR04-20;48278;Миндя
3059;VTR04-22;51740;Никюп
3060;VTR04-23;52177;Ново село
3061;VTR04-24;56602;Плаково
3062;VTR04-25;58459;Присово
3063;VTR04-27;58918;Пчелище
3064;VTR04-29;62517;Ресен
3065;VTR04-30;63416;Русаля
3066;VTR04-31;65200;Самоводене
3067;VTR04-32;77356;Хотница
3068;VTR04-33;78428;Церова кория
3069;VTR04-34;83123;Шереметя
3070;VTR04-35;83586;Шемшево
3071;VTR06-01;12735;Върбица
3072;VTR06-03;17124;Горски долен Тръмбеш
3073;VTR06-04;22232;Долна Оряховица
3074;VTR06-05;23100;Драганово
3075;VTR06-06;40172;Крушето
3076;VTR06-07;56472;Писарево
3077;VTR06-08;57217;Поликраище
3078;VTR06-09;57981;Правда
3079;VTR06-10;59094;Първомайци
3080;VTR06-12;87453;Янтра
3083;VTR13-07;32593;Илаков рът
3084;VTR13-08;35729;Каменари
3085;VTR13-09;38337;Константин
3086;VTR13-11;46125;Майско
3087;VTR13-14;55261;Палици
3088;VTR14-01;17213;Горско ново село
3089;VTR14-04;35273;Калайджии
3090;VTR14-06;62431;Резач
3091;VTR14-07;62877;Родина
3092;VTR14-10;68494;Средно село
3093;VTR20-01;20835;Джулюница
3094;VTR20-02;21453;Добри дял
3095;VTR20-03;23217;Драгижево
3096;VTR20-04;37664;Козаревец
3097;VTR20-05;47826;Мерданя
3101;VTR22-04;11380;Вишовград
3102;VTR22-05;12783;Върбовка
3103;VTR22-06;16290;Горна Липница
3104;VTR22-07;21138;Димча
3105;VTR22-08;24685;Дъскот
3106;VTR22-09;36289;Караисен
3107;VTR22-10;43356;Лесичери
3108;VTR22-11;48550;Михалци
3109;VTR22-12;49429;Мусина
3110;VTR22-13;51295;Недан
3111;VTR22-14;55508;Паскалевец
3112;VTR22-15;55573;Патреш
3113;VTR22-16;63080;Росица
3114;VTR22-17;67475;Сломер
3115;VTR22-18;68708;Стамболово
3116;VTR22-19;22160;Долна Липница
3117;VTR26-01;12869;Вързулица
3118;VTR26-02;17467;Стефан Стамболово
3119;VTR26-04;32175;Иванча
3120;VTR26-05;36405;Каранци
3121;VTR26-06;40782;Куцина
3122;VTR26-07;41246;Климентово
3123;VTR26-08;47439;Масларево
3124;VTR26-09;53014;Обединение
3125;VTR26-10;53905;Орловец
3126;VTR26-11;55018;Павел
3127;VTR26-12;57340;Полски Сеновец
3128;VTR26-13;61279;Раданово
3129;VTR26-14;65471;Петко Каравелово
3130;VTR26-15;69732;Страхилово
3134;VTR28-04;10118;Вардим
3135;VTR28-05;16393;Горна Студена
3136;VTR28-07;23431;Драгомирово
3048;VTR04-02;02364;Балван
3049;VTR04-03;03798;Беляковец
3081;VTR13-01;03054;Беброво
3098;VTR22-01;02823;Батак
3099;VTR22-02;07123;Бутово
3100;VTR22-03;07716;Бяла черква
3137;VTR28-08;37784;Козловец
3138;VTR28-09;49028;Морава
3139;VTR28-10;53196;Овча могила
3140;VTR28-11;53672;Ореш
3141;VTR28-12;67787;Совата
3142;VTR28-13;77013;Хаджидимитрово
3143;VTR28-14;78121;Царевец
3144;VTR28-15;80457;Червена
3149;VTR31-05;11140;Виноград
3150;VTR31-06;11466;Владислав
